DMUs,d_0.1330000000000001_opt,d_0.1330000000000001_pes
AT,-0.178247051359,0.062175814421
BE,-0.395337880962,0.099193874339
BG,-0.136191793382,0.004816278065
CY,-0.001810493390,0.032466750623
CZ,-0.154988168660,0.378096272342
DE,-0.047086802892,0.009847328265
DK,-0.138877157563,0.434570743876
ES,-0.577164071019,-0.118369841260
FR,-0.067605779372,0.309303910272
GR,-0.010249664642,0.235835812473
HU,-0.030340953473,0.050351872873
IE,-0.167267412034,0.309858639779
IT,-0.054779025404,0.197445065471
LT,-0.564919145938,-0.009118767109
LU,0.001254768844,0.096443521989
LV,-0.005391356943,0.004922482567
MT,-0.397048480467,0.211029428388
PL,-0.162745293473,0.036175158615
PT,0.044988228965,0.439173876687
RO,-0.047040350114,0.094768531680
SE,-0.002000709899,0.698203214749
SK,-0.057382124927,0.188159916180
UK,-0.064936113197,0.347360480619
