DMUs,d_0.11700000000000009_opt,d_0.11700000000000009_pes
AT,-0.175729882054,0.061143462572
BE,-0.382417588531,0.097605018709
BG,-0.117079983037,0.002483797195
CY,-0.000835756878,0.031998748403
CZ,-0.133954705051,0.367093091104
DE,-0.036885339379,0.009212898353
DK,-0.123551765126,0.426173064204
ES,-0.562312274276,-0.132293729966
FR,-0.056645208357,0.301853804992
GR,-0.003707456074,0.232128276964
HU,-0.016702181234,0.049532701061
IE,-0.144656955754,0.296934392683
IT,-0.048642667988,0.194052542354
LT,-0.558442203368,-0.012486839390
LU,0.003683951337,0.095026331111
LV,-0.005062942410,0.004850699977
MT,-0.385860324255,0.197925048063
PL,-0.147282779339,0.034211108153
PT,0.053886731984,0.432520522666
RO,-0.029351186500,0.093299809298
SE,-0.001972456273,0.694247635414
SK,-0.052353562260,0.185004483993
UK,-0.054157044117,0.340779258577
