DMUs,d_0.10100000000000008_opt,d_0.10100000000000008_pes
AT,-0.173212712750,0.060102855077
BE,-0.369444745679,0.096002806520
BG,-0.098004539108,0.000073534257
CY,0.000171914734,0.031530746240
CZ,-0.111820326020,0.356222969326
DE,-0.026655392462,0.008515413856
DK,-0.106227268505,0.417831454353
ES,-0.547197097969,-0.146208093888
FR,-0.045388043985,0.294414452563
GR,0.003281816106,0.228415040512
HU,-0.013305963692,0.048695021893
IE,-0.121816786626,0.284138170446
IT,-0.042313821549,0.190645588605
LT,-0.549705339245,-0.015537773263
LU,0.006168813118,0.093609198624
LV,-0.004733732456,0.004778824484
MT,-0.374672168043,0.183331496133
PL,-0.132060930690,0.032199159244
PT,0.063332875512,0.425851706669
RO,-0.014820436964,0.091815666617
SE,-0.001944202647,0.690319814142
SK,-0.046263836531,0.181837410144
UK,-0.042484598371,0.334215094389
