DMUs,d_0.20700000000000016_opt,d_0.20700000000000016_pes
AT,-0.189888959391,0.067128965961
BE,-0.452725265934,0.106582913329
BG,-0.221954165125,0.014666389981
CY,-0.006225344025,0.035392817846
CZ,-0.252566419811,0.430894598419
DE,-0.093741041790,0.011414699298
DK,-0.212304852086,0.474191829625
ES,-0.639361170860,-0.053845928809
FR,-0.115260515898,0.343903979268
GR,-0.036475407275,0.252914903465
HU,-0.128844431173,0.054498127852
IE,-0.271842641383,0.371469678840
IT,-0.083661067973,0.212962698447
LT,-0.596612663879,-0.001493936731
LU,-0.009828409786,0.103576779764
LV,-0.006899564995,0.006044959465
MT,-0.448793702946,0.269048523117
PL,-0.237299664918,0.044685375757
PT,0.007787079423,0.468806349958
RO,-0.143643624963,0.101837148464
SE,-0.002131382919,0.716882877573
SK,-0.088561500068,0.202614397575
UK,-0.117775748507,0.378029652844
